onset	duration	weight	trial_type	aux	word	concreteness	log_freq	denb	freq_den_interxn
12.278	0	1	DenseCorrect	NA	sing	3.89	9.3	22	204.6
18.418	0	1	SparseCorrect	NA	stench	3.62	6.89	1	6.89
24.558	0	1	DenseIncorrect	NA	hug	4.1	8.24	21	173.04
30.698	0	1	DenseCorrect	NA	sake	2.62	9.35	28	261.8
36.838	0	1	SparseCorrect	NA	disc	4.76	9.73	4	38.92
42.977	0	1	SparseCorrect	NA	watch	3.67	10.95	5	54.75
49.117	0	1	DenseCorrect	NA	pearl	2.96	9.28	21	194.88
55.257	0	1	noise	NA	null	-1	-1	-1	-1
61.397	0	1	SparseIncorrect	NA	dorm	4.29	7.41	5	37.05
67.536	0	1	noise	NA	null	-1	-1	-1	-1
76.746	0	1	noise	NA	null	-1	-1	-1	-1
82.886	0	1	DenseIncorrect	NA	war	3.48	11.6	29	336.4
89.025	0	1	DenseCorrect	NA	done	1.96	12.07	30	362.1
95.165	0	1	DenseCorrect	NA	shine	3.6	8.07	21	169.47
101.304	0	1	SparseCorrect	NA	stood	3	9.57	4	38.28
113.584	0	1	DenseIncorrect	NA	coal	4.65	8.48	35	296.8
119.724	0	1	noise	NA	null	-1	-1	-1	-1
132.003	0	1	DenseIncorrect	NA	coke	4.82	8.36	29	242.44
138.143	0	1	SparseCorrect	NA	fudge	4.8	7.26	6	43.56
144.283	0	1	noise	NA	null	-1	-1	-1	-1
156.563	0	1	SparseIncorrect	NA	shrine	4.32	7.77	5	38.85
162.702	0	1	DenseCorrect	NA	toe	4.86	8.42	31	261.02
168.842	0	1	SparseCorrect	NA	choice	1.69	11.09	3	33.27
174.982	0	1	DenseCorrect	NA	cent	4.18	8.75	22	192.5
181.122	0	1	DenseCorrect	NA	moat	4.65	7.73	31	239.63
193.4	0	1	SparseCorrect	NA	smash	3.37	7.85	4	31.4
205.68	0	1	SparseCorrect	NA	nerve	3.72	8.34	6	50.04
217.96	0	1	SparseCorrect	NA	space	3.31	11.64	6	69.84
224.099	0	1	DenseIncorrect	NA	scene	3.84	10.37	29	300.73
230.239	0	1	DenseCorrect	NA	code	3	11.91	28	333.48
236.379	0	1	SparseCorrect	NA	club	3.63	11.06	4	44.24
242.519	0	1	DenseCorrect	NA	dare	2.24	9.09	26	236.34
248.659	0	1	noise	NA	null	-1	-1	-1	-1
254.798	0	1	DenseIncorrect	NA	boat	4.93	9.67	32	309.44
267.078	0	1	SparseCorrect	NA	length	3.9	10.84	0	0
273.217	0	1	DenseCorrect	NA	hat	4.86	9.37	34	318.58
279.357	0	1	SparseIncorrect	NA	shears	4.47	5.57	1	5.57
285.496	0	1	SparseIncorrect	NA	hulk	3.21	8.41	5	42.05
297.776	0	1	SparseCorrect	NA	realm	2.74	8.89	2	17.78
303.916	0	1	noise	NA	null	-1	-1	-1	-1
310.056	0	1	noise	NA	null	-1	-1	-1	-1
316.196	0	1	SparseCorrect	NA	bounce	3.57	8.35	4	33.4
322.335	0	1	SparseCorrect	NA	drink	4.68	9.9	6	59.4
334.615	0	1	DenseCorrect	NA	tan	4.19	9.06	25	226.5
340.755	0	1	DenseIncorrect	NA	tic	3.64	6.67	30	200.1
346.895	0	1	SparseCorrect	NA	breath	4.25	9.58	3	28.74
353.034	0	1	DenseIncorrect	NA	mass	3.24	10.43	26	271.18
365.313	0	1	noise	NA	null	-1	-1	-1	-1
371.453	0	1	SparseIncorrect	NA	twang	2.68	5.29	1	5.29
377.593	0	1	noise	NA	null	-1	-1	-1	-1
