onset	duration	weight	trial_type	aux	word	concreteness	log_freq	denb	freq_den_interxn
12.28	0	1	noise	NA	null	-1	-1	-1	-1
18.419	0	1	DenseCorrect	NA	coal	4.65	8.48	35	296.8
24.559	0	1	SparseCorrect	NA	stink	3.29	7.34	6	44.04
36.839	0	1	noise	NA	null	-1	-1	-1	-1
46.048	0	1	DenseCorrect	NA	war	3.48	11.6	29	336.4
58.328	0	1	SparseIncorrect	NA	plague	3.21	8.46	5	42.3
64.467	0	1	SparseCorrect	NA	flaunt	2	5.75	1	5.75
70.607	0	1	DenseCorrect	NA	scene	3.84	10.37	29	300.73
82.886	0	1	DenseCorrect	NA	hug	4.1	8.24	21	173.04
89.025	0	1	DenseCorrect	NA	code	3	11.91	28	333.48
95.165	0	1	SparseCorrect	NA	swung	3.1	7.15	5	35.75
101.305	0	1	DenseCorrect	NA	cent	4.18	8.75	22	192.5
113.584	0	1	DenseCorrect	NA	dare	2.24	9.09	26	236.34
119.724	0	1	SparseCorrect	NA	stunt	3	7.43	2	14.86
132.003	0	1	DenseCorrect	NA	boat	4.93	9.67	32	309.44
138.143	0	1	SparseCorrect	NA	blimp	4.69	5.76	1	5.76
144.283	0	1	noise	NA	null	-1	-1	-1	-1
150.423	0	1	SparseCorrect	NA	child	4.7	11.08	4	44.32
156.562	0	1	DenseCorrect	NA	toe	4.86	8.42	31	261.02
162.701	0	1	SparseCorrect	NA	clown	4.83	7.92	5	39.6
168.841	0	1	DenseCorrect	NA	pearl	2.96	9.28	21	194.88
174.981	0	1	SparseCorrect	NA	step	3.7	10.69	6	64.14
181.12	0	1	noise	NA	null	-1	-1	-1	-1
199.54	0	1	DenseIncorrect	NA	coke	4.82	8.36	29	242.44
205.679	0	1	SparseIncorrect	NA	throb	2.54	5.73	1	5.73
211.819	0	1	noise	NA	null	-1	-1	-1	-1
217.959	0	1	DenseCorrect	NA	shine	3.6	8.07	21	169.47
224.099	0	1	DenseCorrect	NA	moat	4.65	7.73	31	239.63
230.238	0	1	SparseCorrect	NA	mesh	4.27	7.58	6	45.48
242.518	0	1	DenseCorrect	NA	sake	2.62	9.35	28	261.8
248.656	0	1	DenseCorrect	NA	sing	3.89	9.3	22	204.6
254.796	0	1	SparseIncorrect	NA	tops	3.59	8.28	5	41.4
260.936	0	1	SparseCorrect	NA	cloth	4.83	9.32	3	27.96
267.076	0	1	DenseIncorrect	NA	tic	3.64	6.67	30	200.1
273.215	0	1	SparseCorrect	NA	vault	4.45	9.15	6	54.9
285.495	0	1	noise	NA	null	-1	-1	-1	-1
291.635	0	1	noise	NA	null	-1	-1	-1	-1
297.774	0	1	SparseCorrect	NA	change	2.63	11.96	3	35.88
303.914	0	1	DenseCorrect	NA	mass	3.24	10.43	26	271.18
310.054	0	1	noise	NA	null	-1	-1	-1	-1
316.194	0	1	SparseCorrect	NA	truth	1.57	10.87	5	54.35
322.333	0	1	DenseCorrect	NA	done	1.96	12.07	30	362.1
328.473	0	1	SparseIncorrect	NA	spoil	2.43	7.48	6	44.88
334.612	0	1	DenseCorrect	NA	tan	4.19	9.06	25	226.5
340.752	0	1	DenseCorrect	NA	hat	4.86	9.37	34	318.58
346.891	0	1	noise	NA	null	-1	-1	-1	-1
359.171	0	1	noise	NA	null	-1	-1	-1	-1
365.311	0	1	SparseCorrect	NA	gift	4.45	9.37	5	46.85
371.45	0	1	SparseCorrect	NA	cramp	3.96	5.95	6	35.7
377.59	0	1	SparseCorrect	NA	skunk	4.77	6.79	5	33.95
