onset	duration	weight	trial_type	aux	word	concreteness	log_freq	denb	freq_den_interxn
12.279	0	1	DenseCorrect	NA	moat	4.65	7.73	31	239.63
18.418	0	1	DenseCorrect	NA	dare	2.24	9.09	26	236.34
30.697	0	1	DenseCorrect	NA	pearl	2.96	9.28	21	194.88
36.836	0	1	DenseCorrect	NA	war	3.48	11.6	29	336.4
42.976	0	1	SparseCorrect	NA	twang	2.68	5.29	1	5.29
55.253	0	1	DenseIncorrect	NA	tic	3.64	6.67	30	200.1
61.393	0	1	SparseCorrect	NA	shrine	4.32	7.77	5	38.85
79.811	0	1	DenseCorrect	NA	coke	4.82	8.36	29	242.44
85.951	0	1	noise	NA	null	-1	-1	-1	-1
98.229	0	1	noise	NA	null	-1	-1	-1	-1
104.369	0	1	DenseIncorrect	NA	hug	4.1	8.24	21	173.04
110.508	0	1	SparseCorrect	NA	hulk	3.21	8.41	5	42.05
116.648	0	1	SparseCorrect	NA	smash	3.37	7.85	4	31.4
128.926	0	1	DenseIncorrect	NA	coal	4.65	8.48	35	296.8
135.066	0	1	DenseCorrect	NA	mass	3.24	10.43	26	271.18
141.204	0	1	SparseCorrect	NA	fudge	4.8	7.26	6	43.56
147.344	0	1	DenseCorrect	NA	shine	3.6	8.07	21	169.47
153.483	0	1	SparseCorrect	NA	disc	4.76	9.73	4	38.92
159.622	0	1	SparseCorrect	NA	length	3.9	10.84	0	0
165.762	0	1	SparseCorrect	NA	space	3.31	11.64	6	69.84
171.901	0	1	SparseCorrect	NA	watch	3.67	10.95	5	54.75
178.041	0	1	SparseCorrect	NA	stench	3.62	6.89	1	6.89
184.18	0	1	SparseIncorrect	NA	shears	4.47	5.57	1	5.57
190.319	0	1	DenseCorrect	NA	scene	3.84	10.37	29	300.73
196.459	0	1	DenseCorrect	NA	tan	4.19	9.06	25	226.5
202.598	0	1	DenseCorrect	NA	hat	4.86	9.37	34	318.58
208.738	0	1	SparseCorrect	NA	breath	4.25	9.58	3	28.74
214.877	0	1	noise	NA	null	-1	-1	-1	-1
221.017	0	1	noise	NA	null	-1	-1	-1	-1
227.155	0	1	noise	NA	null	-1	-1	-1	-1
239.434	0	1	DenseCorrect	NA	code	3	11.91	28	333.48
245.573	0	1	noise	NA	null	-1	-1	-1	-1
251.713	0	1	SparseCorrect	NA	choice	1.69	11.09	3	33.27
263.991	0	1	DenseCorrect	NA	toe	4.86	8.42	31	261.02
270.131	0	1	noise	NA	null	-1	-1	-1	-1
276.27	0	1	noise	NA	null	-1	-1	-1	-1
282.41	0	1	DenseCorrect	NA	done	1.96	12.07	30	362.1
288.549	0	1	SparseCorrect	NA	bounce	3.57	8.35	4	33.4
294.688	0	1	SparseCorrect	NA	nerve	3.72	8.34	6	50.04
300.828	0	1	SparseCorrect	NA	drink	4.68	9.9	6	59.4
306.967	0	1	SparseCorrect	NA	stood	3	9.57	4	38.28
313.107	0	1	DenseCorrect	NA	sake	2.62	9.35	28	261.8
319.245	0	1	SparseCorrect	NA	realm	2.74	8.89	2	17.78
325.385	0	1	noise	NA	null	-1	-1	-1	-1
331.524	0	1	SparseIncorrect	NA	club	3.63	11.06	4	44.24
337.663	0	1	noise	NA	null	-1	-1	-1	-1
356.082	0	1	DenseCorrect	NA	boat	4.93	9.67	32	309.44
362.221	0	1	DenseCorrect	NA	cent	4.18	8.75	22	192.5
368.36	0	1	SparseCorrect	NA	dorm	4.29	7.41	5	37.05
374.5	0	1	DenseCorrect	NA	sing	3.89	9.3	22	204.6
