onset	duration	weight	trial_type	aux	word	concreteness	log_freq	denb	freq_den_interxn
12.278	0	1	DenseIncorrect	NA	toll	3.4	8.93	33	294.69
18.417	0	1	DenseCorrect	NA	hit	3.96	11.07	33	365.31
24.556	0	1	SparseCorrect	NA	smash	3.37	7.85	4	31.4
30.695	0	1	noise	NA	null	-1	-1	-1	-1
36.834	0	1	SparseIncorrect	NA	breath	4.25	9.58	3	28.74
42.973	0	1	SparseCorrect	NA	twang	2.68	5.29	1	5.29
49.112	0	1	DenseIncorrect	NA	take	2.86	12.71	25	317.75
55.251	0	1	DenseIncorrect	NA	hum	4.23	7.96	25	199
73.669	0	1	SparseCorrect	NA	nerve	3.72	8.34	6	50.04
79.808	0	1	SparseCorrect	NA	disc	4.76	9.73	4	38.92
85.947	0	1	DenseIncorrect	NA	fan	4.7	10.53	21	221.13
92.087	0	1	DenseCorrect	NA	wire	4.64	9.72	22	213.84
98.226	0	1	DenseIncorrect	NA	but	1.68	14.57	35	509.95
110.504	0	1	noise	NA	null	-1	-1	-1	-1
116.643	0	1	SparseCorrect	NA	space	3.31	11.64	6	69.84
128.921	0	1	SparseIncorrect	NA	dorm	4.29	7.41	5	37.05
141.199	0	1	SparseIncorrect	NA	fudge	4.8	7.26	6	43.56
153.477	0	1	DenseCorrect	NA	nine	4.46	9.6	21	201.6
159.617	0	1	SparseIncorrect	NA	realm	2.74	8.89	2	17.78
171.895	0	1	SparseIncorrect	NA	stood	3	9.57	4	38.28
178.034	0	1	noise	NA	null	-1	-1	-1	-1
184.173	0	1	DenseIncorrect	NA	kick	4.1	9.9	28	277.2
190.313	0	1	DenseCorrect	NA	knight	3.67	9.81	24	235.44
196.452	0	1	SparseCorrect	NA	length	3.9	10.84	0	0
202.591	0	1	noise	NA	null	-1	-1	-1	-1
208.729	0	1	SparseIncorrect	NA	shears	4.47	5.57	1	5.57
214.868	0	1	noise	NA	null	-1	-1	-1	-1
221.008	0	1	SparseCorrect	NA	watch	3.67	10.95	5	54.75
227.147	0	1	DenseCorrect	NA	sin	1.66	9.77	31	302.87
233.286	0	1	DenseCorrect	NA	shear	3.17	6.81	26	177.06
239.425	0	1	SparseCorrect	NA	drink	4.68	9.9	6	59.4
245.564	0	1	noise	NA	null	-1	-1	-1	-1
251.704	0	1	SparseIncorrect	NA	bounce	3.57	8.35	4	33.4
257.843	0	1	SparseIncorrect	NA	hulk	3.21	8.41	5	42.05
263.982	0	1	DenseIncorrect	NA	bake	4.21	7.84	29	227.36
270.121	0	1	noise	NA	null	-1	-1	-1	-1
276.26	0	1	DenseIncorrect	NA	cheek	4.83	8.18	21	171.78
282.4	0	1	noise	NA	null	-1	-1	-1	-1
288.539	0	1	noise	NA	null	-1	-1	-1	-1
294.677	0	1	DenseIncorrect	NA	toot	3.32	5.55	27	149.85
306.955	0	1	DenseIncorrect	NA	rub	3.93	8.35	23	192.05
313.094	0	1	SparseCorrect	NA	stench	3.62	6.89	1	6.89
325.373	0	1	SparseCorrect	NA	choice	1.69	11.09	3	33.27
331.512	0	1	DenseIncorrect	NA	tight	2.22	9.87	30	296.1
337.651	0	1	SparseIncorrect	NA	club	3.63	11.06	4	44.24
343.79	0	1	DenseCorrect	NA	loan	3.66	9.16	33	302.28
356.069	0	1	DenseCorrect	NA	gut	4.11	8.22	24	197.28
362.208	0	1	noise	NA	null	-1	-1	-1	-1
368.347	0	1	DenseCorrect	NA	made	2.4	12.51	24	300.24
374.486	0	1	SparseIncorrect	NA	shrine	4.32	7.77	5	38.85
