onset	duration	weight	trial_type	aux	word	concreteness	log_freq	denb	freq_den_interxn
12.278	0	1	noise	NA	null	-1	-1	-1	-1
18.417	0	1	DenseIncorrect	NA	kick	4.1	9.9	28	277.2
30.696	0	1	noise	NA	null	-1	-1	-1	-1
36.835	0	1	DenseCorrect	NA	sin	1.66	9.77	31	302.87
42.974	0	1	noise	NA	null	-1	-1	-1	-1
49.114	0	1	DenseCorrect	NA	hum	4.23	7.96	25	199
55.253	0	1	DenseCorrect	NA	rub	3.93	8.35	23	192.05
61.392	0	1	noise	NA	null	-1	-1	-1	-1
67.531	0	1	SparseCorrect	NA	breath	4.25	9.58	3	28.74
73.671	0	1	DenseCorrect	NA	loan	3.66	9.16	33	302.28
79.81	0	1	DenseCorrect	NA	cheek	4.83	8.18	21	171.78
85.949	0	1	SparseCorrect	NA	club	3.63	11.06	4	44.24
92.087	0	1	SparseCorrect	NA	drink	4.68	9.9	6	59.4
98.227	0	1	DenseCorrect	NA	gut	4.11	8.22	24	197.28
104.366	0	1	DenseCorrect	NA	knight	3.67	9.81	24	235.44
128.923	0	1	SparseCorrect	NA	fudge	4.8	7.26	6	43.56
135.062	0	1	SparseCorrect	NA	watch	3.67	10.95	5	54.75
141.201	0	1	noise	NA	null	-1	-1	-1	-1
147.341	0	1	DenseCorrect	NA	wire	4.64	9.72	22	213.84
153.48	0	1	DenseCorrect	NA	nine	4.46	9.6	21	201.6
159.619	0	1	SparseCorrect	NA	stood	3	9.57	4	38.28
165.758	0	1	DenseCorrect	NA	fan	4.7	10.53	21	221.13
171.898	0	1	SparseCorrect	NA	choice	1.69	11.09	3	33.27
178.037	0	1	DenseCorrect	NA	bake	4.21	7.84	29	227.36
184.175	0	1	SparseCorrect	NA	smash	3.37	7.85	4	31.4
190.314	0	1	SparseCorrect	NA	nerve	3.72	8.34	6	50.04
196.454	0	1	DenseCorrect	NA	take	2.86	12.71	25	317.75
208.732	0	1	SparseIncorrect	NA	hulk	3.21	8.41	5	42.05
227.15	0	1	SparseIncorrect	NA	shears	4.47	5.57	1	5.57
233.289	0	1	SparseCorrect	NA	stench	3.62	6.89	1	6.89
239.429	0	1	DenseCorrect	NA	made	2.4	12.51	24	300.24
245.568	0	1	DenseCorrect	NA	toot	3.32	5.55	27	149.85
251.707	0	1	SparseCorrect	NA	disc	4.76	9.73	4	38.92
257.846	0	1	DenseCorrect	NA	but	1.68	14.57	35	509.95
270.124	0	1	noise	NA	null	-1	-1	-1	-1
276.263	0	1	SparseCorrect	NA	twang	2.68	5.29	1	5.29
282.402	0	1	SparseCorrect	NA	shrine	4.32	7.77	5	38.85
288.542	0	1	DenseCorrect	NA	hit	3.96	11.07	33	365.31
294.681	0	1	noise	NA	null	-1	-1	-1	-1
313.099	0	1	noise	NA	null	-1	-1	-1	-1
319.238	0	1	DenseCorrect	NA	tight	2.22	9.87	30	296.1
325.377	0	1	noise	NA	null	-1	-1	-1	-1
331.516	0	1	DenseCorrect	NA	shear	3.17	6.81	26	177.06
337.656	0	1	SparseCorrect	NA	bounce	3.57	8.35	4	33.4
343.795	0	1	SparseCorrect	NA	length	3.9	10.84	0	0
349.934	0	1	noise	NA	null	-1	-1	-1	-1
356.073	0	1	SparseIncorrect	NA	dorm	4.29	7.41	5	37.05
362.212	0	1	DenseIncorrect	NA	toll	3.4	8.93	33	294.69
368.351	0	1	SparseCorrect	NA	realm	2.74	8.89	2	17.78
374.49	0	1	SparseCorrect	NA	space	3.31	11.64	6	69.84
